title,content_rating,budget,gross,imdb_score,facenumber_in_poster,num_critic_for_reviews,num_voted_users,num_user_for_reviews,movie_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,director_facebook_likes,genre,actors,year,revenue_millions,runtime_minutes,rating,votes
Neighbors,R,18000000.0,150056505.0,6.4,3.0,351.0,216581,397.0,21000,2771,920.0,798.0,329.0,89.0,Comedy,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow",2014,150.06,97,6.4,236500
My Big Fat Greek Wedding 2,PG-13,18000000.0,59573085.0,6.1,10.0,156.0,13562,103.0,19000,2259,567.0,312.0,261.0,52.0,"Comedy,Family,Romance","Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan",2016,59.57,94,6.0,20966
Diary of a Wimpy Kid: Rodrick Rules,PG,21000000.0,52691009.0,6.6,2.0,103.0,18727,45.0,0,3567,975.0,569.0,557.0,42.0,"Comedy,Family","Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",2011,52.69,99,6.6,20194
Birdman or (The Unexpected Virtue of Ignorance),R,18000000.0,42335698.0,7.8,8.0,588.0,395087,1101.0,114000,21668,15000.0,6000.0,529.0,0.0,"Comedy,Drama,Romance","Michael Keaton, Zach Galifianakis,Edward Norton, Andrea Riseborough",2014,42.34,119,7.8,440299
Blue Jasmine,PG-13,18000000.0,33404871.0,7.3,1.0,415.0,150082,384.0,36000,1353,594.0,268.0,218.0,11000.0,Drama,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",2013,33.4,98,7.3,160592
127 Hours,R,18000000.0,18329466.0,7.6,0.0,450.0,279179,440.0,63000,11984,11000.0,642.0,223.0,0.0,"Adventure,Biography,Drama","James Franco, Amber Tamblyn, Kate Mara, Sean Bott",2010,18.33,94,7.6,294010
Steve Jobs,R,30000000.0,17750583.0,7.2,0.0,412.0,93548,307.0,23000,28933,14000.0,13000.0,816.0,0.0,"Biography,Drama","Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",2015,17.75,122,7.2,116112
RocknRolla,R,18000000.0,5694401.0,7.3,4.0,209.0,194489,192.0,12000,46944,27000.0,18000.0,1000.0,0.0,"Action,Crime,Thriller","Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton",2008,5.69,114,7.3,203096
Midnight Special,PG-13,18000000.0,3707794.0,6.7,0.0,263.0,31359,156.0,0,5671,4000.0,820.0,201.0,337.0,"Drama,Mystery,Sci-Fi","Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver",2016,3.71,112,6.7,54787
Superbad,R,20000000.0,121463226.0,7.6,2.0,256.0,422606,555.0,0,17584,15000.0,833.0,778.0,99.0,Comedy,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader",2007,121.46,113,7.6,442082
Step Up 2: The Streets,PG-13,23000000.0,58006147.0,6.2,2.0,97.0,67653,108.0,0,816,158.0,152.0,129.0,209.0,"Drama,Music,Romance","Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani",2008,58.01,98,6.2,70699
Let's Be Cops,R,17000000.0,82389560.0,6.5,1.0,129.0,106820,147.0,14000,3627,839.0,756.0,613.0,42.0,Comedy,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",2014,82.39,104,6.5,112729
The Hills Have Eyes,R,15000000.0,41777564.0,6.4,0.0,265.0,129719,855.0,0,4500,1000.0,1000.0,580.0,192.0,Horror,"Ted Levine, Kathleen Quinlan, Dan Byrd, Emilie de Ravin",2006,41.78,107,6.4,136642
Pitch Perfect,PG-13,17000000.0,64998368.0,7.2,4.0,223.0,213898,250.0,36000,12676,10000.0,751.0,746.0,36.0,"Comedy,Music,Romance","Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",2012,65.0,112,7.2,226631
Evil Dead,R,17000000.0,54239856.0,6.5,0.0,543.0,125016,789.0,70000,673,394.0,150.0,58.0,201.0,"Fantasy,Horror","Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci",2013,54.24,91,6.5,133113
The Illusionist,PG-13,16000000.0,39825798.0,7.6,3.0,236.0,295375,645.0,15000,4210,3000.0,979.0,96.0,168.0,"Drama,Mystery,Romance","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",2006,39.83,110,7.6,309934
The Illusionist,PG-13,16000000.0,39825798.0,7.6,3.0,236.0,295375,645.0,15000,4210,3000.0,979.0,96.0,168.0,"Drama,Mystery,Romance","Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",2006,39.83,110,7.6,309934
Moonrise Kingdom,PG-13,16000000.0,45507053.0,7.8,2.0,487.0,237848,377.0,71000,27911,13000.0,13000.0,559.0,0.0,"Adventure,Comedy,Drama","Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray",2012,45.51,94,7.8,254446
Pan's Labyrinth,R,13500000.0,37623143.0,8.2,0.0,406.0,467234,1083.0,27000,1322,634.0,269.0,250.0,0.0,"Drama,Fantasy,War","Ivana Baquero, Ariadna Gil, Sergi López,Maribel Verdú",2006,37.62,118,8.2,498879
Hot Fuzz,R,8000000.0,23618786.0,7.9,1.0,285.0,352695,687.0,17000,485,175.0,115.0,108.0,1000.0,"Action,Comedy,Mystery","Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy",2007,23.62,121,7.9,373244
Vicky Cristina Barcelona,PG-13,15500000.0,23213577.0,7.2,0.0,275.0,198111,365.0,14000,19894,19000.0,581.0,252.0,11000.0,"Drama,Romance","Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch",2008,23.21,96,7.1,208770
Jennifer's Body,R,16000000.0,16204793.0,5.1,1.0,300.0,92712,294.0,6000,24805,24000.0,396.0,271.0,45.0,"Comedy,Horror","Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons",2009,16.2,102,5.1,96617
Remember Me,PG-13,16000000.0,19057024.0,7.2,0.0,158.0,113963,361.0,24000,22088,21000.0,541.0,238.0,47.0,"Drama,Romance","Robert Pattinson, Emilie de Ravin, Caitlyn Rund,Moisés Acevedo",2010,19.06,113,7.2,119376
Trance,R,20000000.0,2319187.0,7.0,0.0,393.0,92640,212.0,23000,5056,3000.0,1000.0,888.0,0.0,"Crime,Drama,Mystery","James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani",2013,2.32,101,7.0,97141
Trance,R,20000000.0,2319187.0,7.0,0.0,393.0,92640,212.0,23000,5056,3000.0,1000.0,888.0,0.0,"Crime,Drama,Mystery","James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani",2013,2.32,101,7.0,97141
Slither,R,15500000.0,7774730.0,6.5,0.0,251.0,61912,352.0,0,1120,499.0,298.0,102.0,571.0,"Comedy,Horror,Sci-Fi","Nathan Fillion, Elizabeth Banks, Michael Rooker, Don Thompson",2006,7.77,95,6.5,64351
The King's Speech,R,15000000.0,138795342.0,8.0,0.0,479.0,503631,636.0,64000,15732,14000.0,1000.0,520.0,0.0,"Biography,Drama","Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi",2010,138.8,118,8.0,534388
The Imitation Game,PG-13,14000000.0,91121452.0,8.1,1.0,454.0,467613,608.0,165000,20295,19000.0,393.0,305.0,77.0,"Biography,Drama,Thriller","Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech",2014,91.12,114,8.1,532353
Diary of a Wimpy Kid,PG,15000000.0,64001297.0,6.2,1.0,111.0,32002,103.0,0,20154,17000.0,975.0,569.0,87.0,"Comedy,Family","Zachary Gordon, Robert Capron, Rachael Harris,Steve Zahn",2010,64.0,94,6.2,34184
Mama,PG-13,20000000.0,71588220.0,6.2,1.0,393.0,134869,304.0,57000,1949,1000.0,340.0,250.0,127.0,"Horror,Thriller","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",2013,71.59,100,6.2,142560
End of Watch,R,7000000.0,40983001.0,7.7,2.0,355.0,181025,336.0,38000,27788,15000.0,10000.0,953.0,453.0,"Crime,Drama,Thriller","Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera",2012,40.98,109,7.7,192190
The Theory of Everything,PG-13,15000000.0,35887263.0,7.7,0.0,419.0,265507,388.0,90000,14100,13000.0,876.0,149.0,120.0,"Biography,Drama,Romance","Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry",2014,35.89,123,7.7,299718
Wild,R,15000000.0,37877959.0,7.1,1.0,349.0,86664,252.0,38000,4896,2000.0,820.0,612.0,212.0,"Adventure,Biography,Drama","Reese Witherspoon, Laura Dern, Gaby Hoffmann,Michiel Huisman",2014,37.88,115,7.1,95553
Drive,R,15000000.0,35054909.0,7.8,0.0,676.0,431578,1264.0,81000,34337,33000.0,745.0,228.0,0.0,"Crime,Drama","Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",2011,35.05,100,7.8,461509
28 Weeks Later,R,15000000.0,28637507.0,7.0,1.0,274.0,212167,713.0,0,11471,10000.0,1000.0,306.0,35.0,"Drama,Horror,Sci-Fi","Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau",2007,28.64,100,7.0,221858
Keanu,R,15000000.0,20566327.0,6.4,2.0,129.0,15385,84.0,0,2958,826.0,622.0,415.0,10.0,"Action,Comedy","Keegan-Michael Key, Jordan Peele, Tiffany Haddish,Method Man",2016,20.57,100,6.3,31913
The Place Beyond the Pines,R,15000000.0,21383298.0,7.3,3.0,417.0,187170,376.0,47000,34413,33000.0,748.0,619.0,310.0,"Crime,Drama,Thriller","Ryan Gosling, Bradley Cooper, Eva Mendes,Craig Van Hook",2012,21.38,140,7.3,200090
The Hurt Locker,R,15000000.0,15700000.0,7.6,0.0,388.0,332065,876.0,16000,11114,10000.0,602.0,383.0,0.0,"Drama,History,Thriller","Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce",2008,15.7,131,7.6,352023
One Day,PG-13,15000000.0,13766014.0,7.0,0.0,221.0,106111,181.0,49000,17627,11000.0,5000.0,358.0,92.0,"Drama,Romance","Anne Hathaway, Jim Sturgess, Patricia Clarkson,Tom Mison",2011,13.77,107,7.0,113599
In Bruges,R,15000000.0,7757130.0,8.0,1.0,300.0,307639,513.0,32000,173,65.0,49.0,39.0,454.0,"Comedy,Crime,Drama","Colin Farrell, Brendan Gleeson, Ciarán Hinds,Elizabeth Berrington",2008,7.76,107,7.9,322536
Funny Games,R,15000000.0,1294640.0,6.5,0.0,250.0,69569,436.0,0,6748,6000.0,294.0,287.0,0.0,"Crime,Drama,Horror","Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet",2007,1.29,111,6.5,73835
The Midnight Meat Train,R,15000000.0,73548.0,6.1,0.0,177.0,47574,209.0,0,18639,14000.0,1000.0,1000.0,129.0,"Horror,Mystery","Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields",2008,0.07,98,6.1,50255
Slumdog Millionaire,R,15000000.0,141319195.0,8.0,0.0,418.0,641997,1017.0,13000,820,668.0,56.0,40.0,0.0,Drama,"Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor",2008,141.32,120,8.0,677044
Seven Psychopaths,R,15000000.0,14989761.0,7.2,7.0,401.0,185845,284.0,52000,4757,2000.0,906.0,816.0,454.0,"Comedy,Crime","Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken",2012,14.99,110,7.2,196652
Black Swan,R,13000000.0,106952327.0,8.0,1.0,669.0,551363,1140.0,106000,38072,20000.0,15000.0,1000.0,0.0,"Drama,Thriller","Natalie Portman, Mila Kunis, Vincent Cassel,Winona Ryder",2010,106.95,108,8.0,581518
Miracles from Heaven,PG,13000000.0,61693523.0,6.8,0.0,63.0,6276,55.0,16000,7833,3000.0,3000.0,579.0,36.0,"Biography,Drama,Family","Jennifer Garner, Kylie Rogers, Martin Henderson,Brighton Sharbino",2016,61.69,109,7.0,12048
The Shallows,PG-13,17000000.0,54257433.0,6.8,0.0,186.0,12983,139.0,0,971,619.0,350.0,2.0,174.0,"Drama,Horror,Thriller","Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Brett Cullen",2016,55.12,86,6.4,78328
The Mist,R,18000000.0,25592632.0,7.2,0.0,330.0,220475,1066.0,20000,5371,2000.0,850.0,745.0,0.0,Horror,"Thomas Jane, Marcia Gay Harden, Laurie Holden,Andre Braugher",2007,25.59,126,7.2,233346
Ex Machina,R,15000000.0,25440971.0,7.7,0.0,489.0,289508,611.0,109000,430,149.0,145.0,123.0,232.0,"Drama,Mystery,Sci-Fi","Alicia Vikander, Domhnall Gleeson, Oscar Isaac,Sonoya Mizuno",2014,25.44,108,7.7,339797
Room,R,13000000.0,14677654.0,8.3,0.0,421.0,161288,351.0,72000,2499,805.0,681.0,491.0,412.0,Drama,"Brie Larson, Jacob Tremblay, Sean Bridgers,Wendy Crewson",2015,14.68,118,8.2,224132
The Perks of Being a Wallflower,PG-13,13000000.0,17738570.0,8.0,2.0,364.0,351274,457.0,131000,13631,8000.0,3000.0,850.0,139.0,"Drama,Romance","Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd",2012,17.74,102,8.0,377336
Step Up,PG-13,12000000.0,65269010.0,6.5,0.0,107.0,90938,271.0,0,21380,17000.0,2000.0,920.0,98.0,"Crime,Drama,Music","Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",2006,65.27,104,6.5,95960
Project X,R,12000000.0,54724272.0,6.7,0.0,229.0,157051,261.0,29000,2043,971.0,329.0,281.0,166.0,Comedy,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",2012,54.72,88,6.7,164088
The Fault in Our Stars,PG-13,12000000.0,124868837.0,7.8,0.0,326.0,249688,548.0,93000,10565,8000.0,1000.0,733.0,131.0,"Drama,Romance","Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",2014,124.87,126,7.8,271301
Paper Towns,PG-13,12000000.0,31990064.0,6.4,2.0,191.0,63390,160.0,0,2753,733.0,558.0,376.0,14.0,"Drama,Mystery,Romance","Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith",2015,31.99,109,6.3,72515
About Time,R,12000000.0,15294553.0,7.8,1.0,274.0,202341,391.0,105000,1595,565.0,555.0,171.0,628.0,"Comedy,Drama,Fantasy","Domhnall Gleeson, Rachel McAdams, Bill Nighy,Lydia Wilson",2013,15.29,123,7.8,221600
Dirty Grandpa,R,11500000.0,35537564.0,6.0,1.0,158.0,49671,166.0,11000,24063,22000.0,851.0,411.0,11.0,Comedy,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza",2016,35.54,102,6.0,75137
The Fighter,R,25000000.0,93571803.0,7.9,2.0,410.0,275869,389.0,36000,23811,23000.0,238.0,141.0,737.0,"Action,Biography,Drama","Mark Wahlberg, Christian Bale, Amy Adams,Melissa Leo",2010,93.57,116,7.8,290056
If I Stay,PG-13,11000000.0,50461335.0,6.8,3.0,141.0,83893,132.0,15000,20466,17000.0,1000.0,602.0,15.0,"Drama,Fantasy,Music","Chloë Grace Moretz, Mireille Enos, Jamie Blackley,Joshua Leonard",2014,50.46,107,6.8,92170
Brooklyn,PG-13,11000000.0,38317535.0,7.5,1.0,351.0,73249,212.0,36000,995,838.0,55.0,54.0,34.0,"Drama,Romance","Saoirse Ronan, Emory Cohen, Domhnall Gleeson,Jim Broadbent",2015,38.32,117,7.5,94977
Woman in Gold,PG-13,11000000.0,33305037.0,7.3,2.0,203.0,33856,147.0,34000,17866,16000.0,638.0,553.0,64.0,"Biography,Drama,History","Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",2015,33.31,109,7.3,39723
The Purge: Election Year,R,10000000.0,78845130.0,6.1,1.0,165.0,17596,94.0,0,2480,798.0,465.0,393.0,65.0,"Action,Horror,Sci-Fi","Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria",2016,79.0,109,6.0,54216
The Boy,PG-13,10000000.0,35794166.0,6.0,0.0,159.0,35654,155.0,20000,4687,4000.0,334.0,130.0,19.0,"Horror,Mystery,Thriller","Lauren Cohan, Rupert Evans, James Russell, Jim Norton",2016,35.79,97,6.0,51235
The Gift,R,5000000.0,43771291.0,7.1,1.0,297.0,79909,279.0,15000,3215,1000.0,562.0,458.0,0.0,"Mystery,Thriller","Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",2015,43.77,108,7.1,96688
The Gift,R,5000000.0,43771291.0,7.1,1.0,297.0,79916,279.0,15000,3215,1000.0,562.0,458.0,0.0,"Mystery,Thriller","Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",2015,43.77,108,7.1,96688
Movie 43,R,6000000.0,8828771.0,4.3,10.0,180.0,79146,352.0,25000,41059,20000.0,14000.0,3000.0,0.0,"Comedy,Romance","Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber",2013,8.83,94,4.3,83625
Rescue Dawn,PG-13,10000000.0,5484375.0,7.3,0.0,198.0,84641,205.0,0,24270,23000.0,342.0,294.0,0.0,"Adventure,Biography,Drama","Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier",2006,5.48,120,7.3,87887
Melancholia,R,7400000.0,3029870.0,7.1,1.0,439.0,128729,551.0,50000,15835,10000.0,4000.0,844.0,3000.0,Drama,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",2011,3.03,135,7.1,137117
The DUFF,PG-13,8500000.0,34017854.0,6.5,4.0,132.0,51326,116.0,8000,36892,35000.0,966.0,429.0,17.0,Comedy,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",2015,34.02,101,6.5,57874
Nightcrawler,R,8500000.0,32279955.0,7.9,1.0,534.0,293304,552.0,65000,15554,15000.0,241.0,85.0,66.0,"Crime,Drama,Thriller","Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed",2014,32.28,118,7.9,332476
Little Miss Sunshine,R,8000000.0,59889948.0,7.9,1.0,270.0,355810,889.0,15000,7227,7000.0,150.0,27.0,36.0,"Comedy,Drama","Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",2006,59.89,101,7.8,374044
50/50,R,8000000.0,34963967.0,7.7,2.0,327.0,270441,378.0,40000,39807,23000.0,10000.0,3000.0,129.0,"Comedy,Drama,Romance","Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",2011,34.96,100,7.7,281625
That Awkward Moment,R,8000000.0,26049082.0,6.1,3.0,164.0,76791,100.0,0,1024,363.0,342.0,117.0,19.0,"Comedy,Romance","Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots",2014,26.05,94,6.2,81823
Easy A,PG-13,8000000.0,58401464.0,7.1,1.0,262.0,276746,264.0,19000,16982,15000.0,1000.0,424.0,87.0,"Comedy,Drama,Romance","Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd",2010,58.4,92,7.1,294950
Begin Again,R,8000000.0,16168741.0,7.4,1.0,283.0,99430,182.0,43000,517,480.0,12.0,7.0,109.0,"Drama,Music","Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld",2013,16.17,104,7.4,111875
Hostel: Part II,R,10000000.0,17544812.0,5.4,0.0,252.0,69989,384.0,0,4707,1000.0,683.0,658.0,0.0,Horror,"Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart",2007,17.54,94,5.5,73152
The Neon Demon,R,7000000.0,1330827.0,7.0,2.0,253.0,9866,73.0,0,19879,18000.0,860.0,500.0,0.0,"Horror,Thriller","Elle Fanning, Christina Hendricks, Keanu Reeves, Karl Glusman",2016,1.33,118,6.2,50359
Juno,PG-13,7500000.0,143492840.0,7.5,0.0,387.0,414335,881.0,10000,28817,24000.0,3000.0,973.0,655.0,"Comedy,Drama","Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",2007,143.49,96,7.5,432461
Juno,PG-13,7500000.0,143492840.0,7.5,0.0,387.0,414345,881.0,10000,28817,24000.0,3000.0,973.0,655.0,"Comedy,Drama","Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",2007,143.49,96,7.5,432461
Magic Mike,R,7000000.0,113709992.0,6.1,1.0,324.0,108843,281.0,54000,46646,17000.0,15000.0,11000.0,0.0,"Comedy,Drama","Channing Tatum, Alex Pettyfer, Olivia Munn,Matthew McConaughey",2012,113.71,110,6.1,113686
Dope,R,7000000.0,17474107.0,7.3,3.0,180.0,56605,89.0,23000,1342,637.0,256.0,190.0,44.0,"Comedy,Crime,Drama","Shameik Moore, Tony Revolori, Kiersey Clemons,Kimberly Elise",2015,17.47,103,7.3,66400
We Need to Talk About Kevin,R,7000000.0,1738692.0,7.5,0.0,389.0,95529,301.0,38000,3547,3000.0,294.0,77.0,159.0,"Drama,Mystery,Thriller","Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",2011,1.74,112,7.5,104953
Incendies,R,6800000.0,6857096.0,8.2,0.0,226.0,80429,156.0,37000,343,131.0,66.0,58.0,777.0,"Drama,Mystery,War","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel",2010,6.86,131,8.2,92863
Annabelle,R,6500000.0,84263837.0,5.4,0.0,271.0,81699,291.0,45000,2323,1000.0,421.0,300.0,40.0,"Horror,Mystery,Thriller","Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola",2014,84.26,99,5.4,91106
Shame,NC-17,6500000.0,4000304.0,7.3,0.0,486.0,145395,375.0,23000,15230,13000.0,898.0,726.0,0.0,Drama,"Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters",2011,4.0,101,7.2,155010
Don Jon,R,3000000.0,24475193.0,6.6,1.0,364.0,190494,314.0,33000,44265,23000.0,19000.0,694.0,23000.0,"Comedy,Drama,Romance","Joseph Gordon-Levitt, Scarlett Johansson,Julianne Moore, Tony Danza",2013,24.48,90,6.6,199973
10 Cloverfield Lane,PG-13,15000000.0,71897215.0,7.3,0.0,411.0,126893,440.0,33000,14504,14000.0,338.0,82.0,16.0,"Drama,Horror,Mystery","John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",2016,71.9,104,7.2,192968
Lights Out,PG-13,4900000.0,56536016.0,6.9,0.0,159.0,13523,95.0,0,3344,2000.0,509.0,300.0,26.0,Horror,"Teresa Palmer, Gabriel Bateman, Maria Bello,Billy Burke",2016,67.24,81,6.4,69823
Dallas Buyers Club,R,5000000.0,27296514.0,8.0,0.0,471.0,326494,340.0,65000,17738,11000.0,3000.0,896.0,212.0,"Biography,Drama","Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn",2013,27.3,117,8.0,352801
Oculus,R,5000000.0,27689474.0,6.5,0.0,336.0,85688,339.0,23000,2071,972.0,407.0,202.0,59.0,"Horror,Mystery","Karen Gillan, Brenton Thwaites, Katee Sackhoff,Rory Cochrane",2013,27.69,104,6.5,92875
Spring Breakers,R,5000000.0,14123773.0,5.3,4.0,444.0,108683,561.0,25000,12306,11000.0,892.0,192.0,520.0,Drama,"Vanessa Hudgens, Selena Gomez, Ashley Benson,Rachel Korine",2012,14.12,94,5.3,114290
No Escape,R,5000000.0,27285953.0,6.8,0.0,203.0,48675,214.0,16000,259,155.0,78.0,13.0,66.0,"Action,Thriller","Lake Bell, Pierce Brosnan, Owen Wilson,Chatchawai Kamonsakpitak",2015,27.29,103,6.8,57921
Moon,R,5000000.0,5009677.0,7.9,0.0,415.0,260607,485.0,47000,19404,18000.0,572.0,372.0,0.0,"Drama,Mystery,Sci-Fi","Sam Rockwell, Kevin Spacey, Dominique McElligott,Rosie Shaw",2009,5.01,97,7.9,277123
Green Room,R,5000000.0,3219029.0,7.1,0.0,322.0,28845,125.0,10000,1836,727.0,442.0,233.0,57.0,"Crime,Horror,Thriller","Anton Yelchin, Imogen Poots, Alia Shawkat,Patrick Stewart",2015,3.22,95,7.0,62885
The Boy Next Door,R,4000000.0,35385560.0,4.6,1.0,149.0,27198,131.0,8000,4807,3000.0,465.0,326.0,357.0,"Mystery,Thriller","Jennifer Lopez, Ryan Guzman, Kristin Chenoweth, John Corbett",2015,35.39,91,4.6,30180
Boyhood,R,4000000.0,25359200.0,8.0,0.0,548.0,266020,836.0,92000,673,230.0,193.0,127.0,0.0,Drama,"Ellar Coltrane, Patricia Arquette, Ethan Hawke,Elijah Smith",2014,25.36,165,7.9,286722
Trust,R,9500000.0,58214.0,7.0,0.0,109.0,34224,137.0,10000,916,617.0,163.0,67.0,0.0,"Crime,Drama,Thriller","Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke",2010,0.06,106,7.0,36043
Stake Land,R,650000.0,18469.0,6.5,1.0,215.0,34263,141.0,0,1038,530.0,238.0,65.0,53.0,"Drama,Horror,Sci-Fi","Connor Paolo, Nick Damici, Kelly McGillis, Gregory Jones",2010,0.02,98,6.5,36091
Whiplash,R,3300000.0,13092000.0,8.5,0.0,535.0,399138,731.0,129000,26495,24000.0,970.0,535.0,141.0,"Drama,Music","Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",2014,13.09,107,8.5,477276
The Purge,R,3000000.0,64423650.0,5.7,0.0,361.0,139329,578.0,31000,3708,942.0,810.0,535.0,65.0,"Horror,Sci-Fi,Thriller","Ethan Hawke, Lena Headey, Max Burkholder,Adelaide Kane",2013,64.42,85,5.7,154588
Sinister,R,3000000.0,48056940.0,6.8,0.0,411.0,155153,524.0,58000,2239,1000.0,419.0,412.0,301.0,"Horror,Mystery","Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson",2012,48.06,110,6.8,171169
Tusk,R,3000000.0,1821983.0,5.4,0.0,254.0,31089,261.0,20000,43810,40000.0,3000.0,387.0,0.0,"Comedy,Drama,Horror","Justin Long, Michael Parks, Haley Joel Osment,Genesis Rodriguez",2014,1.82,102,5.4,34546
The Spectacular Now,R,2500000.0,6851969.0,7.1,1.0,220.0,105591,178.0,10000,10040,8000.0,1000.0,478.0,53.0,"Comedy,Drama,Romance","Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh",2013,6.85,95,7.1,115751
Super,R,2500000.0,322157.0,6.8,0.0,238.0,61787,203.0,19000,4590,2000.0,973.0,370.0,571.0,"Comedy,Drama","Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",2010,0.32,96,6.8,64535
It Follows,R,2000000.0,14673301.0,6.9,0.0,533.0,112899,631.0,45000,1062,314.0,189.0,159.0,421.0,"Horror,Mystery","Maika Monroe, Keir Gilchrist, Olivia Luccardi,Lili Sepe",2014,14.67,100,6.9,136399
The Lives of Others,R,2000000.0,11284657.0,8.5,3.0,215.0,259379,407.0,39000,927,380.0,284.0,155.0,207.0,"Drama,Thriller","Ulrich Mühe, Martina Gedeck,Sebastian Koch, Ulrich Tukur",2006,11.28,137,8.5,278103
We Are Your Friends,R,2000000.0,3590010.0,6.1,0.0,158.0,20885,60.0,0,3013,804.0,625.0,328.0,31.0,"Drama,Music,Romance","Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",2015,3.59,96,6.2,25903
I Spit on Your Grave,R,2000000.0,92401.0,6.3,0.0,225.0,56402,209.0,17000,2423,635.0,445.0,374.0,68.0,"Crime,Horror,Thriller","Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese",2010,0.09,108,6.3,60133
Insidious,PG-13,1500000.0,53991137.0,6.8,1.0,445.0,202800,752.0,60000,3030,852.0,618.0,588.0,0.0,"Horror,Mystery,Thriller","Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",2010,53.99,103,6.8,219916
